x,y,region,classification
0.0,0.17075417436707055,1,boundary
0.0023052269042011047,0.1642126950995998,1,boundary
0.004801535388777105,0.15150729438042826,1,boundary
0.004610453808402209,0.157671215832129,1,boundary
0.0047751512447007215,0.17600005116758954,1,boundary
0.004610453808402209,0.20769348116464295,1,boundary
0.004992616969152,0.14534337292872754,1,boundary
0.007080378148901827,0.2017998031306481,1,boundary
0.00920837322246197,0.1392751734200429,1,boundary
0.009550302489401443,0.18124592796810857,1,boundary
0.009550302489401443,0.18857602653238092,1,boundary
0.009550302489401443,0.19590612509665328,1,boundary
0.009202872947697088,0.2125234115643046,1,boundary
0.012020226829901058,0.23969671107407514,1,boundary
0.01190902415153313,0.24632077530927496,1,boundary
0.011797821473165201,0.2529448395444748,1,boundary
0.012402462257853623,0.25972429118041224,1,boundary
0.013007103042542045,0.2665037428163497,1,boundary
0.013424129475771939,0.13320697391135825,1,boundary
0.013795292086991966,0.21735334196396622,1,boundary
0.01510763225552558,0.23329076318567582,1,boundary
0.018590347048430315,0.12742327525357494,1,boundary
0.018195037681150102,0.22688481529727653,1,boundary
0.02037400031106982,0.26909771013565376,1,boundary
0.023756564621088695,0.12163957659579162,1,boundary
0.02774089757959759,0.2716916774549578,1,boundary
0.028074735043148565,0.2992564749910886,1,boundary
0.02892278219374704,0.11585587793800839,1,boundary
0.028525297396497982,0.27832880779392544,1,boundary
0.029309697213398374,0.28496593813289306,1,boundary
0.028692216128273468,0.29211120656199085,1,boundary
0.031017043176332075,0.305705854739704,1,boundary
0.0330145837241478,0.459061547639003,1,boundary
0.034088999766405385,0.11007217928022517,1,boundary
0.033959351309515586,0.3121552344883195,1,boundary
0.034249545894397604,0.3538310005314255,1,boundary
0.03425947138904992,0.4524315200549396,1,boundary
0.033771203252530524,0.4661651678655976,1,boundary
0.03452782278091326,0.4732687880921922,1,boundary
0.03548450806464741,0.34687056223750223,1,boundary
0.03550435905395203,0.4458014924708762,1,boundary
0.03595689185733131,0.3188874107868517,1,boundary
0.036719470234897224,0.33991012394357895,1,boundary
0.035953607899641936,0.5058653899674269,1,boundary
0.03733695132002213,0.3327648555144814,1,boundary
0.03725396043582159,0.3596069105784838,1,boundary
0.03795443240514703,0.3256195870853838,1,boundary
0.03868755075434941,0.3922161263183916,1,boundary
0.03955595374999803,0.3857350701687713,1,boundary
0.03941325080053772,0.47815421611181663,1,boundary
0.04014811302748317,0.10586550927452207,1,boundary
0.04025837497724557,0.3653828206255421,1,boundary
0.04034136586144611,0.37231841732234655,1,boundary
0.04042435674564665,0.379254014019151,1,boundary
0.04065890666314391,0.5012534837162479,1,boundary
0.04202587809049765,0.39854696594557015,1,boundary
0.042038702974704203,0.4417370728906236,1,boundary
0.04296906772474838,0.41734242690583306,1,boundary
0.04416663657569713,0.41111011623929095,1,boundary
0.04429867882016219,0.4830396441314411,1,boundary
0.04536420542664588,0.4048778055727488,1,boundary
0.044831442123404036,0.4898406107982549,1,boundary
0.04536420542664588,0.49664157746506876,1,boundary
0.04620722628856094,0.10165883926881895,1,boundary
0.046396791674771856,0.42170218782100843,1,boundary
0.04606061957486747,0.5044031134839501,1,boundary
0.04857304689545637,0.43767265331037103,1,boundary
0.049198781260125855,0.4318673010232774,1,boundary
0.04982451562479534,0.42606194873618375,1,boundary
0.052484566620562056,0.0971405010187773,1,boundary
0.053711083106144156,0.5047799040592971,1,boundary
0.05876190695256318,0.09262216276873565,1,boundary
0.06136154663742084,0.5051566946346442,1,boundary
0.06515020364032345,0.08829979517286132,1,boundary
0.06878878624659257,0.5075869185603441,1,boundary
0.07153850032808372,0.083977427576987,1,boundary
0.07621602585576431,0.5100171424860441,1,boundary
0.07892234291478839,0.08141338900818562,1,boundary
0.0839964713464457,0.5106457404847323,1,boundary
0.08630618550149308,0.07884935043938426,1,boundary
0.09177691683712708,0.5112743384834205,1,boundary
0.09414621166798157,0.0795609457528109,1,boundary
0.09991326736608261,0.5125093006536705,1,boundary
0.10198623783447004,0.08027254106623755,1,boundary
0.10578423805705298,0.08506443111815148,1,boundary
0.10804961789503814,0.5137442628239204,1,boundary
0.10958223827963591,0.08985632117006542,1,boundary
0.11539749814810989,0.09432664739502505,1,boundary
0.1148609885471262,0.5123795502622106,1,boundary
0.12121275801658386,0.09879697361998467,1,boundary
0.12167235919921425,0.5110148377005008,1,boundary
0.12460803325683342,0.10492010330308368,1,boundary
0.12800330849708297,0.11104323298618268,1,boundary
0.128054989665233,0.1183578618664026,1,boundary
0.12810667083338304,0.1256724907466225,1,boundary
0.129036024995603,0.5086746637514612,1,boundary
0.12995911408875777,0.1324480989053709,1,boundary
